tour,year,season,event_completed,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots,eagles_or_better,birdies,pars,bogies,doubles_or_worse
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Knox, Russell",13831,T7,1,Waialae Country Club,6,70,10,7:20am,67,0.461,-0.093,0.051,0.602,0.56,1.021,290.7,0.786,0.833,0.5,47.59,31.765,3,0,0,5,11,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Knox, Russell",13831,T7,2,Waialae Country Club,6,70,1,12:00pm,67,-0.754,0.419,0.594,0.972,1.985,1.231,291.9,0.786,0.833,0.6,43.97,25.909,2,1,0,4,13,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Knox, Russell",13831,T7,3,Waialae Country Club,6,70,1,10:15am,64,1.97,0.861,1.54,0.106,2.507,4.477,277.1,0.714,0.778,1.0,,23.761,5,4,0,7,10,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Knox, Russell",13831,T7,4,Waialae Country Club,6,70,1,12:35pm,65,-0.095,-0.425,2.91,-0.435,2.049,1.954,284.9,0.714,0.944,0.5,18.515,17.337,2,2,0,5,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kuchar, Matt",6169,T7,1,Waialae Country Club,6,70,1,12:30pm,64,1.498,-0.607,2.305,0.825,2.523,4.021,295.4,0.714,0.889,1.0,78.988,18.611,3,2,0,6,12,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kuchar, Matt",6169,T7,2,Waialae Country Club,6,70,10,7:50am,65,0.356,1.139,0.981,0.755,2.875,3.231,289.8,0.714,0.778,0.833,36.203,28.701,4,1,0,5,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kuchar, Matt",6169,T7,3,Waialae Country Club,6,70,1,1:30pm,67,0.575,0.896,-0.732,0.738,0.902,1.477,285.1,0.786,0.722,0.833,51.378,24.952,2,4,0,3,15,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kuchar, Matt",6169,T7,4,Waialae Country Club,6,70,1,12:55pm,67,0.356,1.671,-2.186,0.114,-0.402,-0.046,286.8,0.571,0.611,0.778,76.531,30.443,3,3,0,6,10,1,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Mitchell, Keith",17365,T7,1,Waialae Country Club,6,70,10,7:50am,67,-0.15,0.061,0.557,0.553,1.171,1.021,296.0,0.5,0.889,0.5,80.645,28.91,3,2,0,4,13,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Mitchell, Keith",17365,T7,2,Waialae Country Club,6,70,1,12:30pm,68,-1.107,-0.852,1.286,0.904,1.338,0.231,300.1,0.571,0.833,0.667,30.599,22.24,1,1,0,2,16,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Mitchell, Keith",17365,T7,3,Waialae Country Club,6,70,1,8:20am,65,1.441,0.47,0.236,1.33,2.036,3.477,301.8,0.643,0.667,0.875,43.059,24.463,5,2,0,5,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Mitchell, Keith",17365,T7,4,Waialae Country Club,6,70,1,11:55am,63,3.59,1.564,-1.52,0.321,0.364,3.954,304.8,0.429,0.722,0.857,37.945,28.85,4,1,0,7,11,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Svensson, Adam",13997,T7,1,Waialae Country Club,6,70,10,1:10pm,64,2.406,0.436,1.463,-0.284,1.615,4.021,290.2,0.5,0.833,0.75,32.844,32.52,3,0,0,7,10,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Svensson, Adam",13997,T7,2,Waialae Country Club,6,70,1,8:30am,67,1.566,-1.769,1.86,-0.426,-0.335,1.231,286.3,0.429,0.778,0.667,24.491,33.55,6,4,0,6,9,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Svensson, Adam",13997,T7,3,Waialae Country Club,6,70,1,1:00pm,65,0.124,2.172,2.244,-1.063,3.353,3.477,277.2,0.571,0.778,1.0,72.883,22.72,3,2,0,5,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Svensson, Adam",13997,T7,4,Waialae Country Club,6,70,1,1:05pm,67,-0.308,-0.405,0.563,0.105,0.262,-0.046,280.1,0.786,0.889,0.667,75.592,23.868,2,1,0,4,13,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Conners, Corey",17576,11,1,Waialae Country Club,6,70,10,12:30pm,64,0.187,-0.481,3.591,0.724,3.834,4.021,303.8,0.643,0.944,0.5,89.648,16.611,7,0,0,6,12,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Conners, Corey",17576,11,2,Waialae Country Club,6,70,1,7:50am,67,-0.436,-0.229,0.807,1.089,1.667,1.231,304.7,0.643,0.889,1.0,41.314,30.292,2,2,0,3,15,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Conners, Corey",17576,11,3,Waialae Country Club,6,70,1,1:10pm,69,-0.44,-0.699,1.24,-0.624,-0.083,-0.523,291.3,0.357,0.833,0.333,44.74,28.422,3,3,1,2,13,1,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Conners, Corey",17576,11,4,Waialae Country Club,6,70,1,11:10am,64,1.577,0.718,0.256,0.404,1.377,2.954,294.7,0.786,0.778,1.0,59.892,24.921,3,1,0,7,10,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Buckley, Hayden",25363,T12,1,Waialae Country Club,6,70,10,1:10pm,67,-2.096,0.856,1.68,0.581,3.117,1.021,292.2,0.643,0.833,0.75,50.271,20.528,3,4,0,5,11,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Buckley, Hayden",25363,T12,2,Waialae Country Club,6,70,1,8:30am,66,1.769,-0.902,0.789,0.575,0.462,2.231,283.4,0.714,0.667,0.714,57.563,26.848,2,1,0,6,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Buckley, Hayden",25363,T12,3,Waialae Country Club,6,70,1,11:05am,67,1.511,0.185,-1.813,1.594,-0.034,1.477,285.1,0.929,0.611,0.875,,36.342,1,3,0,4,13,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Buckley, Hayden",25363,T12,4,Waialae Country Club,6,70,1,11:35am,65,-0.127,0.561,0.344,1.177,2.081,1.954,284.0,1.0,0.778,1.0,,24.647,1,0,0,5,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bradley, Keegan",13872,T12,1,Waialae Country Club,6,70,10,7:30am,69,-1.67,1.587,-0.653,-0.243,0.691,-0.979,297.1,0.571,0.667,0.667,117.466,26.244,5,6,0,3,13,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bradley, Keegan",13872,T12,2,Waialae Country Club,6,70,1,12:10pm,65,-0.624,1.553,2.966,-0.664,3.855,3.231,292.4,0.5,0.722,1.0,59.566,17.113,5,3,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bradley, Keegan",13872,T12,3,Waialae Country Club,6,70,1,10:15am,66,-0.288,0.256,0.715,1.794,2.765,2.477,295.5,0.786,0.833,0.5,77.63,25.464,4,2,0,7,8,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bradley, Keegan",13872,T12,4,Waialae Country Club,6,70,1,11:35am,65,-0.295,0.372,1.409,0.469,2.249,1.954,291.1,0.714,0.833,0.6,74.014,17.855,4,2,1,4,12,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Li, Haotong",15310,T12,1,Waialae Country Club,6,70,10,1:30pm,63,1.525,-0.072,2.66,0.908,3.496,5.021,301.0,0.571,0.833,0.667,34.157,27.731,6,3,0,8,9,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Li, Haotong",15310,T12,2,Waialae Country Club,6,70,1,8:50am,65,2.19,0.901,0.721,-0.581,1.041,3.231,281.6,0.643,0.722,0.8,21.659,34.191,8,7,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Li, Haotong",15310,T12,3,Waialae Country Club,6,70,1,1:40pm,68,-0.698,0.277,1.041,-0.143,1.175,0.477,276.8,0.571,0.778,0.667,79.253,21.71,4,1,0,5,11,1,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Li, Haotong",15310,T12,4,Waialae Country Club,6,70,1,12:55pm,69,-1.508,-0.123,-0.442,0.028,-0.538,-2.046,286.7,0.357,0.722,0.714,39.977,22.099,2,3,0,3,13,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kodaira, Satoshi",13531,T12,1,Waialae Country Club,6,70,1,12:10pm,71,-3.455,0.18,0.137,0.159,0.476,-2.979,284.1,0.643,0.778,0.667,99.992,23.59,2,4,0,2,13,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kodaira, Satoshi",13531,T12,2,Waialae Country Club,6,70,10,7:30am,64,2.026,0.1,1.901,0.204,2.205,4.231,282.7,0.714,0.778,0.833,53.098,22.497,4,1,0,6,12,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kodaira, Satoshi",13531,T12,3,Waialae Country Club,6,70,1,9:40am,65,1.585,0.655,1.887,-0.65,1.892,3.477,277.2,0.714,0.722,0.6,120.236,22.276,4,4,0,5,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kodaira, Satoshi",13531,T12,4,Waialae Country Club,6,70,1,11:45am,65,1.63,-0.097,0.07,0.352,0.324,1.954,280.3,0.857,0.889,0.667,119.731,22.863,3,2,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Palmer, Ryan",7820,T12,1,Waialae Country Club,6,70,1,8:10am,64,0.808,1.15,0.609,1.454,3.213,4.021,306.4,0.571,0.778,0.75,33.431,21.938,2,0,0,7,10,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Palmer, Ryan",7820,T12,2,Waialae Country Club,6,70,10,12:50pm,68,0.49,-0.445,1.035,-0.849,-0.259,0.231,297.8,0.571,0.667,0.4,61.245,26.181,7,7,0,6,9,2,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Palmer, Ryan",7820,T12,3,Waialae Country Club,6,70,1,11:45am,68,-2.209,0.227,1.161,1.298,2.686,0.477,299.3,0.571,0.833,0.667,32.81,22.257,4,2,0,4,12,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Palmer, Ryan",7820,T12,4,Waialae Country Club,6,70,1,11:20am,65,0.983,0.267,-1.174,1.879,0.971,1.954,302.4,0.714,0.611,0.75,55.469,26.014,6,4,1,5,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bezuidenhout, Christiaan",18103,T17,1,Waialae Country Club,6,70,10,12:00pm,65,0.202,-0.199,1.888,1.13,2.819,3.021,290.4,0.786,0.778,0.75,66.397,26.728,3,2,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bezuidenhout, Christiaan",18103,T17,2,Waialae Country Club,6,70,1,7:20am,69,-0.087,0.024,-0.386,-0.32,-0.682,-0.769,279.7,0.5,0.722,0.5,60.77,27.665,4,3,0,5,10,2,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bezuidenhout, Christiaan",18103,T17,3,Waialae Country Club,6,70,1,10:35am,65,0.612,-0.658,2.546,0.977,2.865,3.477,280.6,0.857,0.778,0.5,58.223,22.988,4,1,1,5,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bezuidenhout, Christiaan",18103,T17,4,Waialae Country Club,6,70,1,12:25pm,67,0.248,-0.291,-0.629,0.627,-0.294,-0.046,285.7,0.786,0.833,0.5,17.011,26.8,1,4,0,5,11,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kokrak, Jason",12337,T17,1,Waialae Country Club,6,70,10,12:40pm,64,2.877,-0.583,-0.082,1.809,1.144,4.021,307.7,0.714,0.667,1.0,40.012,24.608,4,1,1,4,13,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kokrak, Jason",12337,T17,2,Waialae Country Club,6,70,1,8:00am,68,0.483,-0.771,1.297,-0.778,-0.252,0.231,295.4,0.429,0.889,0.667,43.668,26.661,4,1,0,5,11,1,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kokrak, Jason",12337,T17,3,Waialae Country Club,6,70,1,12:20pm,67,-0.519,-0.608,1.274,1.33,1.996,1.477,292.0,0.714,0.889,0.5,39.63,24.424,4,1,0,4,13,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Kokrak, Jason",12337,T17,4,Waialae Country Club,6,70,1,12:05pm,67,-1.464,1.55,-0.274,0.143,1.418,-0.046,294.8,0.357,0.833,0.833,42.548,21.778,1,1,0,3,15,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Whaley, Vince",25908,T17,1,Waialae Country Club,6,70,1,1:40pm,66,1.507,0.085,-0.939,1.368,0.514,2.021,308.9,0.714,0.667,0.667,63.318,27.743,8,4,0,6,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Whaley, Vince",25908,T17,2,Waialae Country Club,6,70,10,9:00am,67,1.86,0.273,0.755,-1.657,-0.629,1.231,293.5,0.5,0.722,1.0,40.845,26.296,6,2,1,3,13,0,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Whaley, Vince",25908,T17,3,Waialae Country Club,6,70,1,11:05am,69,0.794,1.638,-1.198,-1.757,-1.317,-0.523,287.0,0.286,0.444,0.8,69.588,24.734,4,3,0,4,11,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Whaley, Vince",25908,T17,4,Waialae Country Club,6,70,1,10:30am,64,1.373,0.725,0.168,0.689,1.581,2.954,293.9,0.714,0.778,1.0,87.016,19.815,3,1,0,6,12,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Wu, Dylan",25002,T20,1,Waialae Country Club,6,70,10,1:40pm,65,0.27,1.875,0.562,0.314,2.751,3.021,293.5,0.571,0.778,1.0,39.317,29.141,4,2,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Wu, Dylan",25002,T20,2,Waialae Country Club,6,70,1,9:00am,66,-1.492,-0.129,3.63,0.222,3.723,2.231,294.0,0.786,0.778,0.667,93.004,19.392,4,4,1,5,9,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Wu, Dylan",25002,T20,3,Waialae Country Club,6,70,1,12:50pm,70,0.398,-0.313,-0.965,-0.643,-1.921,-1.523,280.8,0.357,0.667,0.75,34.676,25.909,3,5,0,3,12,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Wu, Dylan",25002,T20,4,Waialae Country Club,6,70,1,10:50am,66,-1.601,0.707,2.192,-0.343,2.555,0.954,282.6,0.714,0.833,0.75,38.022,20.884,2,2,0,6,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bramlett, Joseph",14698,T20,1,Waialae Country Club,6,70,10,1:20pm,68,-2.536,-0.017,1.868,0.706,2.557,0.021,303.6,0.5,0.889,0.2,40.81,18.628,5,2,0,3,14,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bramlett, Joseph",14698,T20,2,Waialae Country Club,6,70,1,8:40am,66,0.501,-0.452,1.848,0.334,1.73,2.231,303.8,0.643,0.833,0.5,44.318,20.006,5,5,0,6,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bramlett, Joseph",14698,T20,3,Waialae Country Club,6,70,1,10:25am,69,0.728,-1.04,-0.651,0.44,-1.251,-0.523,298.7,0.357,0.778,0.6,46.227,26.665,2,1,0,2,15,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Bramlett, Joseph",14698,T20,4,Waialae Country Club,6,70,1,9:40am,64,0.166,-0.288,2.009,1.068,2.788,2.954,307.3,0.5,0.944,0.0,18.242,24.06,4,1,0,7,10,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Hickok, Kramer",21237,T20,1,Waialae Country Club,6,70,1,7:10am,66,-0.743,1.284,0.857,0.623,2.764,2.021,294.5,0.714,0.778,0.833,62.772,26.292,3,4,0,6,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Hickok, Kramer",21237,T20,2,Waialae Country Club,6,70,10,11:50am,69,-1.292,-0.458,0.12,0.861,0.523,-0.769,290.8,0.714,0.667,0.5,87.916,24.461,3,1,1,2,12,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Hickok, Kramer",21237,T20,3,Waialae Country Club,6,70,1,8:50am,65,2.073,-0.508,2.341,-0.429,1.404,3.477,282.0,0.643,0.833,0.5,46.867,23.499,4,2,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Hickok, Kramer",21237,T20,4,Waialae Country Club,6,70,1,11:45am,67,0.296,-1.02,0.276,0.403,-0.342,-0.046,286.0,0.714,0.778,0.625,72.363,22.343,3,2,0,5,11,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"van Rooyen, Erik",17550,T20,1,Waialae Country Club,6,70,1,8:20am,66,0.249,-0.944,1.207,1.509,1.772,2.021,296.9,0.929,0.778,0.667,272.246,22.855,6,1,1,5,9,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"van Rooyen, Erik",17550,T20,2,Waialae Country Club,6,70,10,1:00pm,68,-2.119,-1.257,2.729,0.878,2.35,0.231,290.9,0.786,0.889,0.333,22.914,16.481,2,3,0,4,12,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"van Rooyen, Erik",17550,T20,3,Waialae Country Club,6,70,1,9:50am,69,-1.982,-0.214,1.153,0.52,1.459,-0.523,288.5,0.643,0.778,0.333,65.634,17.075,2,4,1,3,10,4,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"van Rooyen, Erik",17550,T20,4,Waialae Country Club,6,70,1,9:50am,64,2.894,0.757,-0.845,0.149,0.06,2.954,284.1,0.714,0.722,0.8,71.108,22.662,3,2,1,5,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Na, Kevin",7452,T20,1,Waialae Country Club,6,70,1,12:50pm,61,0.653,0.508,4.198,1.662,6.368,7.021,293.4,1.0,0.833,1.0,,18.972,3,2,1,7,10,0,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Na, Kevin",7452,T20,2,Waialae Country Club,6,70,10,8:10am,71,-1.802,-0.414,0.92,-1.473,-0.967,-2.769,281.2,0.286,0.611,0.571,56.169,29.483,1,1,0,2,13,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Na, Kevin",7452,T20,3,Waialae Country Club,6,70,1,12:10pm,67,2.494,0.074,-1.152,0.061,-1.017,1.477,276.3,0.643,0.722,0.75,13.433,31.463,4,4,0,4,13,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Na, Kevin",7452,T20,4,Waialae Country Club,6,70,1,12:15pm,68,-3.091,0.391,1.471,0.184,2.045,-1.046,284.0,0.643,0.778,0.333,63.394,20.805,1,3,0,6,8,4,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Riley, Davis",19872,T20,1,Waialae Country Club,6,70,10,1:30pm,65,1.878,-0.122,1.144,0.121,1.143,3.021,294.3,0.786,0.889,0.333,245.329,23.047,5,4,0,6,11,1,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Riley, Davis",19872,T20,2,Waialae Country Club,6,70,1,8:50am,66,0.573,-0.91,1.334,1.234,1.658,2.231,293.9,0.857,0.889,0.0,27.364,23.728,3,2,0,6,10,2,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Riley, Davis",19872,T20,3,Waialae Country Club,6,70,1,12:50pm,69,0.566,-2.419,1.012,0.318,-1.089,-0.523,289.7,0.571,0.833,0.167,66.18,27.543,5,4,0,5,10,2,1
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Riley, Davis",19872,T20,4,Waialae Country Club,6,70,1,11:10am,67,1.086,-0.818,-1.41,1.097,-1.132,-0.046,290.1,0.857,0.611,0.636,5.063,26.749,7,6,0,6,9,3,0
pga,2022,2022,2022-01-16,Sony Open in Hawaii,6,"Armour, Ryan",8469,T20,1,Waialae Country Club,6,70,1,11:50am,71,-4.172,-0.726,1.428,0.491,1.193,-2.979,284.8,0.714,0.778,0.4,101.48,21.001,2,6,0,3,12,2,1
